"","year","generation","sba","Per_Mice"
"697",2008,2,103,48
"698",2008,2,104,36
"699",2008,2,105,47.0588235294118
"700",2008,2,106,93.1034482758621
"701",2008,2,107,77.2727272727273
"702",2008,2,108,86.8421052631579
"703",2008,2,109,68.4210526315789
"704",2008,2,110,77.2727272727273
"705",2008,2,201,89.7435897435898
"706",2008,2,202,89.6551724137931
"707",2008,2,203,75.8620689655172
"708",2008,2,204,62.5
"709",2008,2,205,84.6153846153846
"710",2008,2,206,79.1666666666667
"711",2008,2,207,82.6086956521739
"712",2008,2,208,54.5454545454545
"713",2008,2,209,62.5
"714",2008,2,210,92.5925925925926
"715",2008,2,211,90.9090909090909
"716",2008,2,212,75.7575757575758
"717",2008,2,213,77.4193548387097
"718",2008,2,214,68
"719",2008,2,215,94.1176470588235
"720",2008,2,216,38.8888888888889
"721",2008,2,217,77.7777777777778
"722",2008,2,218,84
"723",2008,2,301,82.8571428571429
"724",2008,2,302,81.5789473684211
"725",2008,2,303,82.3529411764706
"726",2008,2,304,91.4893617021277
"727",2008,2,305,87.5
"728",2008,2,306,94.7368421052632
"729",2008,2,307,61.5384615384615
"730",2008,2,308,86.2068965517241
"731",2008,2,309,72.7272727272727
"732",2008,2,310,68.4210526315789
"733",2008,2,401,83.7209302325581
"734",2008,2,402,82.3529411764706
"735",2008,2,403,88.8888888888889
"736",2008,2,404,84.6153846153846
"737",2008,2,405,78.0487804878049
"738",2008,2,406,96.875
"739",2008,2,407,83.9285714285714
"740",2008,2,408,93.1034482758621
"741",2008,2,409,88.8888888888889
"742",2008,2,410,90
"743",2008,2,412,79.1666666666667
"744",2008,2,413,91.6666666666667
"745",2008,2,414,92.8571428571429
"746",2008,2,501,80.9523809523809
"747",2008,2,502,92.8571428571429
"748",2008,2,503,98.8505747126437
"749",2011,1,101,55.0847457627119
"750",2011,1,102,59.4202898550725
"751",2011,1,103,49.0196078431373
"752",2011,1,104,45.0381679389313
"753",2011,1,105,59.2
"754",2011,1,106,68.5393258426966
"755",2011,1,107,66.2420382165605
"756",2011,1,108,83.6065573770492
"757",2011,1,109,87
"758",2011,1,110,73.0434782608696
"759",2011,1,201,80.4347826086957
"760",2011,1,202,79.4117647058823
"761",2011,1,203,64.9350649350649
"762",2011,1,204,44.7619047619048
"763",2011,1,205,52.9850746268657
"764",2011,1,206,75
"765",2011,1,207,63.1147540983607
"766",2011,1,208,58.0246913580247
"767",2011,1,209,44.954128440367
"768",2011,1,210,79.1208791208791
"769",2011,1,211,90
"770",2011,1,212,71.7557251908397
"771",2011,1,213,80.6451612903226
"772",2011,1,214,62.987012987013
"773",2011,1,215,86.4516129032258
"774",2011,1,216,51.2820512820513
"775",2011,1,217,50.9803921568627
"776",2011,1,218,71.4285714285714
"777",2011,1,301,89
"778",2011,1,302,69.4444444444444
"779",2011,1,303,81.0344827586207
"780",2011,1,304,84.8837209302326
"781",2011,1,305,83.5051546391753
"782",2011,1,306,90.1785714285714
"783",2011,1,307,53.7313432835821
"784",2011,1,308,55.952380952381
"785",2011,1,309,61.7977528089888
"786",2011,1,310,60.3636363636364
"787",2011,1,401,86.2745098039216
"788",2011,1,402,73.972602739726
"789",2011,1,403,76.536312849162
"790",2011,1,404,68.6666666666667
